guessed_trade_name,parent_brand,product_count,sample_product,confidence,linking_method,,
Actifit,Unlinked,18,Actifit Ankle Support Size L Himgiri,LOW,None,,
Sodium,Unlinked,18,Sodium Chloride 25ml Amp,LOW,None,,
Face,Unlinked,18,Face Mask Disposable Black,LOW,None,,
Eno,GSK India,18,Eno Powder Bottle Eno,HIGH,Verified Pharma Trade DB,,
Ab,Unlinked,18,Ab Cef 500mg Tab Ab C0001,LOW,None,,
Arvast,Unlinked,18,Arvast A 150mg Cap,LOW,None,,
Gabapin,Unlinked,18,Gabapin 300mg Cap,LOW,None,,
Metolar,Unlinked,18,Metolar Xr 100mg Cap,LOW,None,,
Multigates,Unlinked,18,Multigates Gold Cap,LOW,None,,
Nova,Unlinked,18,Nova 75mg Cap,LOW,None,,
Roseday,Unlinked,18,Roseday A 10mg Cap,LOW,None,,
Rosumep,Unlinked,18,Rosumep Asp 10 75mg Cap,LOW,None,,
Zerodol,Unlinked,18,Zerodol Th Od 8mg Cap,LOW,None,,
East,Unlinked,18,East 57th Anti Dandruff Action Hair 100gm Cream,LOW,None,,
Wonder,Unlinked,18,Wonder Steam Device,LOW,None,,
Ascoril,Glenmark Pharmaceuticals,18,Ascoril Flu 15ml Drops,HIGH,Verified Pharma Trade DB,,
Augpen,Unlinked,18,Augpen 10ml Drops,LOW,None,,
Azithral,Unlinked,18,Azithral Eye 3ml Drops,LOW,None,,
Clavam,Alkem Laboratories,18,Clavam 10ml Drops,HIGH,Verified Pharma Trade DB,,
Cheston,Cipla,18,Cheston 60ml Expectorant,HIGH,Verified Pharma Trade DB,,
Red,Unlinked,18,Red Dot Cockroach 20gm Gel,LOW,None,,
Golden,Unlinked,18,Golden Grain Bombay Rawa 500gm,LOW,None,,
Soulflower,Himalaya Wellness,18,Soulflower Cleansing Sandalwood Soap 150gm,MEDIUM,URL Manufacturer Slug,,
Oflomac,Unlinked,18,Oflomac Iv,LOW,None,,
Sego,Unlinked,18,Sego Ankle Support Size L,LOW,None,,
Alsita,Unlinked,18,Alsita 100mg Tab,LOW,None,,
Daparyl,Unlinked,18,Daparyl 10mg Tab,LOW,None,,
Sitara,Unlinked,18,Sitara 100mg Tab,LOW,None,,
Zita,Unlinked,18,Zita 20mg Tab,LOW,None,,
Abdominal,Unlinked,17,Abdominal Belt 32,LOW,None,,
Aptamil,Unlinked,17,Aptamil Pepti 400gm Tin 0 12 Months,LOW,None,,
Organic,Unlinked,17,Organic India Tulsi Detox Kahwa 25n Bags,LOW,None,,
Atorva,Unlinked,17,Atorva Asp 150mg Cap,LOW,None,,
Neuro,Unlinked,17,Neuro Al Cap,LOW,None,,
Pregaba,Unlinked,17,Pregaba 150mg Cap,LOW,None,,
Revital,Sun Pharmaceutical Industries,17,Revital 10s Cap,HIGH,Verified Pharma Trade DB,,
Rosave,Unlinked,17,Rosave A 75mg Cap,LOW,None,,
Sporidex,Unlinked,17,Sporidex 250mg Cap,LOW,None,,
Triben,Unlinked,17,Triben V Cap,LOW,None,,
X,Unlinked,17,X Tiv Cap X,LOW,None,,
Meftal,Unlinked,17,Meftal Forte 50gm Cream,LOW,None,,
Nevlon,Unlinked,17,Nevlon Anti Itch 100gm Cream,LOW,None,,
Romo,Micro Labs,17,Romo Drain,MEDIUM,URL Manufacturer Slug,,
Alex,Unlinked,17,Alex 15ml Drops,LOW,None,,
Easy,Unlinked,17,Easy Bath Wet Wipes Xl 10s Sudar,LOW,None,,
Levolin,Unlinked,17,Levolin Plus Jr 60ml Expectorant,LOW,None,,
Lays,Unlinked,17,Lays American Style Cream N Onion 26g,LOW,None,,
Onetouch,Unlinked,17,Onetouch Select Plus Simple Glucometer One,LOW,None,,
Pentasure,Unlinked,17,Pentasure 2 0 High Protein Vanilla Flavour 400gm,LOW,None,,
Suthol,Unlinked,17,Suthol Active Chandan 100ml Liquid,LOW,None,,
Cortel,Unlinked,17,Cortel 20mg Tab,LOW,None,,
Cresar,Unlinked,17,Cresar 20mg Tab,LOW,None,,
Dapavel,Unlinked,17,Dapavel 10mg Tab,LOW,None,,
Geminor,Unlinked,17,Geminor 1mg Tab,LOW,None,,
Gluxit,Unlinked,17,Gluxit 10mg Tab,LOW,None,,
Glycinorm,Unlinked,17,Glycinorm 160mg Tab,LOW,None,,
Glyciphage,Unlinked,17,Glyciphage 250mg Tab,LOW,None,,
Oxramet,Unlinked,17,Oxramet 5 1000mg Tab,LOW,None,,
Sitaglo,Unlinked,17,Sitaglo 100mg Tab,LOW,None,,
Sitanorm,Unlinked,17,Sitanorm 100mg Tab,LOW,None,,
Tel,Unlinked,17,Tel Ah 40mg Tab Tel,LOW,None,,
Telcure,Unlinked,17,Telcure 20mg Tab,LOW,None,,
Grd,Unlinked,16,Grd Bix 250gm Biscuits Vanilla Flav G.r.0002,LOW,None,,
Top,Unlinked,16,Top C Net 10cm Top 0001,LOW,None,,
Xl,Unlinked,16,Xl 80 Syrup Xl 80001,LOW,None,,
Wrist,Unlinked,16,Wrist Binder,LOW,None,,
Re,Unlinked,16,Re Cart Tab Re C0001,LOW,None,,
Aqua,Unlinked,16,Aqua D3 60k Cap,LOW,None,,
Avas,Unlinked,16,Avas Asp 10mg Cap,LOW,None,,
Budamate,Lupin,16,Budamate Forte 30s Transcaps Cap,HIGH,Verified Pharma Trade DB,,
Full,Unlinked,16,Full 365 Cap,LOW,None,,
Go,Unlinked,16,Go Strong Cap Go,LOW,None,,
Healthyr,Unlinked,16,Healthyr U Advanced Omega 3 Fish Oil 60s Cap,LOW,None,,
Nasoclear,Unlinked,16,Nasoclear Vapo Cap,LOW,None,,
Novastat,Unlinked,16,Novastat Asp 10mg Cap,LOW,None,,
Orofer,Unlinked,16,Orofer Cap,LOW,None,,
Pregeb,Unlinked,16,Pregeb 150mg Cap,LOW,None,,
Rantac,Unlinked,16,Rantac Rd Cap,LOW,None,,
Rosloy,Unlinked,16,Rosloy Asp 10 150mg Cap,LOW,None,,
Rosumac,Unlinked,16,Rosumac Asp 10mg Cap,LOW,None,,
Salbair,Unlinked,16,Salbair I 30s Trans Cap,LOW,None,,
White,Unlinked,16,White House Sterile Combine Surgical Dressing Pad 8cmx5cm,LOW,None,,
Kohinoor,Unlinked,16,Kohinoor Xtra Time 3s Condoms,LOW,None,,
Clop,Unlinked,16,Clop 30gm Cream,LOW,None,,
Ever,Unlinked,16,Ever Yuth 120gms Skin Essential Moisturising Crame Cream,LOW,None,,
Morr,Unlinked,16,Morr Rich Hair Nourishing 75gm Cream,LOW,None,,
No,Unlinked,16,No Pimple Cream No,LOW,None,,
Nomarks,Unlinked,16,Nomarks 12gms Acne Pimple Cream,LOW,None,,
Sri,Unlinked,16,Sri Sri Shuddhta Ka Naam Tattva Aloe Vit E 100gm Cream,LOW,None,,
Zocon,FDC,16,Zocon C 15gm Cream,HIGH,Verified Pharma Trade DB,,
Tricium,Unlinked,16,Tricium Pth Device,LOW,None,,
Moxclav,Unlinked,16,Moxclav Oral 10ml Drops,LOW,None,,
Tusq,Unlinked,16,Tusq 15ml Drops,LOW,None,,
Deriphyllin,Zydus Lifesciences,16,Deriphyllin Bm 100ml Expectorant,HIGH,Verified Pharma Trade DB,,
Mother,Unlinked,16,Mother Sparsh Kids Natural Toothpaste Blueberry 50g,LOW,None,,
Dynapar,Unlinked,16,Dynapar 30gm Gel,LOW,None,,
Cinthol,Cinthol,16,Cinthol Lime Soap 50gm,HIGH,Exact Parent Brand Match,,
Dermicool,Emami,16,Dermicool Citrus Prickly Heat Powder 150gm,HIGH,Verified Pharma Trade DB,,
Meera,Unlinked,16,Meera Hair Wash Powder 120gm,LOW,None,,
Purepet,Unlinked,16,Purepet Cat Adult Real Chicken And Chicken Liver In Gravy 50gm,LOW,None,,
Enerzal,Unlinked,16,Enerzal Blitz 500ml Liquid,LOW,None,,
Amlovas,Unlinked,16,Amlovas 10mg Tab,LOW,None,,
Apriglim,Unlinked,16,Apriglim 1mg Tab,LOW,None,,
Arbitel,Unlinked,16,Arbitel 20mg Tab,LOW,None,,
Justoza,Unlinked,16,Justoza 10mg Tab,LOW,None,,
Practomet,Unlinked,16,Practomet 1000mg Sr Tab,LOW,None,,
Sita,Unlinked,16,Sita Bend 100mg Tab,LOW,None,,
Sitacip,Unlinked,16,Sitacip 100mg Tab,LOW,None,,
Stamlo,Dr. Reddy's Laboratories,16,Stamlo 10mg Tab,HIGH,Verified Pharma Trade DB,,
Starpress,Unlinked,16,Starpress 3d 25 12 5mg Tab,LOW,None,,
Switglim,Unlinked,16,Switglim M 1 1000mg Tab,LOW,None,,
Tsart,Unlinked,16,Tsart 20mg Tab,LOW,None,,
Pan,Alkem Laboratories,15,Pan 20mg Tab Pan 0001,HIGH,Verified Pharma Trade DB,,
Rb,Unlinked,15,Rb Tone 200ml Syp R.b.0001,LOW,None,,
Acturaa,Unlinked,15,Acturaa Orthopaedic Heating Pad Model No Ap1303,LOW,None,,
Triple,Unlinked,15,Triple Power Mosquito Agarbatti,LOW,None,,
Alkof,Unlinked,15,Alkof Cough Lozenges Orange Flavour 10s Loose,LOW,None,,
Nobel,Unlinked,15,Nobel Spas 2ml Amp,LOW,None,,
Bioline,Unlinked,15,Bioline Lip Care 10gm Johnson And Smith Co,LOW,None,,
Boroplus,BoroPlus,15,Boroplus Vasocare Herbal Petroleum Jelly 6 5ml Rs5,HIGH,Exact Parent Brand Match,,
Care,Unlinked,15,Care Extra Sc3052 Tooth Brush,LOW,None,,
Free,Gillette,15,Free Pepsodent Germi Check Fighter Soft Brush,MEDIUM,URL Manufacturer Slug,,
Thermoseal,Unlinked,15,Thermoseal Ortho Plus Tooth Brush,LOW,None,,
Winkies,Unlinked,15,Winkies Mini Swiss Roll 25gm Cake,LOW,None,,
Calcimax,Unlinked,15,Calcimax D 1000mg Tab Dietary Supplimet,LOW,None,,
Ambrodil,Unlinked,15,Ambrodil Xp Cap,LOW,None,,
Crevast,Unlinked,15,Crevast A 10 75mg Cap,LOW,None,,
Gb,Unlinked,15,Gb 29 D 50 20mg Cap,LOW,None,,
Health,Unlinked,15,Health Up Cap,LOW,None,,
Jupiros,Unlinked,15,Jupiros A 10 150mg Cap,LOW,None,,
Rosulip,Unlinked,15,Rosulip Asp 10 150mg Cap,LOW,None,,
Statpure,Unlinked,15,Statpure A 10 75mg Cap,LOW,None,,
Super,Unlinked,15,Super D3 60000iu Cap,LOW,None,,
Castor,Unlinked,15,Castor Oil 100ml Raj Chemicals,LOW,None,,
Chromic,Unlinked,15,Chromic 2 0 Nw 4241,LOW,None,,
Seroflo,Unlinked,15,Seroflo 250 Ciphaler,LOW,None,,
Mortein,Unlinked,15,Mortein Pwr Booster Coil Red 12hr 10 Coils,LOW,None,,
Cupid,Unlinked,15,Cupid Plain 3s Condom,LOW,None,,
Foot,Lupin,15,Foot Care 25gm Cream,MEDIUM,URL Manufacturer Slug,,
Iodex,Unlinked,15,Iodex Active 16gm Cream,LOW,None,,
Momate,Unlinked,15,Momate 10gm Cream,LOW,None,,
Cepodem,Unlinked,15,Cepodem 10ml Drops,LOW,None,,
Coriminic,Unlinked,15,Coriminic 15ml Drops,LOW,None,,
Crocin,GSK India,15,Crocin Baby 15ml Drops,HIGH,Verified Pharma Trade DB,,
Gudcef,Unlinked,15,Gudcef 10ml Drops,LOW,None,,
Maxtra,Unlinked,15,Maxtra Hs 15ml Oral Drops,LOW,None,,
Medomol,Unlinked,15,Medomol 15ml Drops,LOW,None,,
Otrivin,Unlinked,15,Otrivin Adult Nasal Drops,LOW,None,,
Voveran,Unlinked,15,Voveran Optha 5ml Drops,LOW,None,,
Zenflox,Unlinked,15,Zenflox D Drops,LOW,None,,
Nulife,Unlinked,15,Nulife Iv Cannula 20g,LOW,None,,
Omnigel,Unlinked,15,Omnigel 100mg Gel,LOW,None,,
Mysore,Unlinked,15,Mysore Sandal Baby Soap 75gm,LOW,None,,
Dytor,Unlinked,15,Dytor 2ml Inj,LOW,None,,
Kenko,Unlinked,15,Kenko Copper Bottle Core 1,LOW,None,,
Tulips,Unlinked,15,Tulips Adult Diaper Pants Size L 10s,LOW,None,,
Agidapa,Unlinked,15,Agidapa 10mg Tab,LOW,None,,
Bylenta,Unlinked,15,Bylenta 20mg Tab,LOW,None,,
Cilacar,J.B. Chemicals & Pharmaceuticals,15,Cilacar 10mg Tab,HIGH,Verified Pharma Trade DB,,
Cilnipres,Unlinked,15,Cilnipres 10mg Tab,LOW,None,,
Dapaturn,Unlinked,15,Dapaturn 10mg Tab,LOW,None,,
Embeta,Unlinked,15,Embeta 25mg Tab,LOW,None,,
Empanorm,Unlinked,15,Empanorm 10mg Tab,LOW,None,,
Glisen,Unlinked,15,Glisen 1mg Tab,LOW,None,,
Istamet,Unlinked,15,Istamet 50 500mg Tab,LOW,None,,
Metpromed,Unlinked,15,Metpromed Am 50 5mg Tab,LOW,None,,
Nexovas,Unlinked,15,Nexovas 10mg Tab,LOW,None,,
Sartel,Unlinked,15,Sartel 20mg Tab,LOW,None,,
Sitaglyn,Unlinked,15,Sitaglyn M Ir 50 1000mg Tab,LOW,None,,
Sitazit,Unlinked,15,Sitazit 100mg Tab,LOW,None,,
Stalix,Unlinked,15,Stalix 100mg Tab,LOW,None,,
Sugaray,Unlinked,15,Sugaray 100mg Tab,LOW,None,,
Tazloc,USV,15,Tazloc 20mg Tab,HIGH,Verified Pharma Trade DB,,
Torglip,Unlinked,15,Torglip 50mg Tab,LOW,None,,
Vogli,Unlinked,15,Vogli 0 2mg Tab,LOW,None,,
Volix,Unlinked,15,Volix 0 2mg Tab,LOW,None,,
Blue,Unlinked,14,Blue Heaven Love Charm Strawberry Kiss 4 2gm Lip Balm,LOW,None,,
Sportz,Unlinked,14,Sportz Choice Super Loop Heavy Band,LOW,None,,
Nan,Unlinked,14,Nan Excellapro 2 Follow Up Formula 400gm Bib Nan,LOW,None,,
Threptin,Unlinked,14,Threptin 1kg Biscuit,LOW,None,,
Boro,Unlinked,14,Boro Plus 3 In 1 Smart Bathing Bar 40gm Rs 10,LOW,None,,
Small,Unlinked,14,Small Wonder Silicone Tooth N Gum Brush,LOW,None,,
Ad,Unlinked,14,Ad 100mg Cap Ad,LOW,None,,
Atorlip,Unlinked,14,Atorlip Asp 10 Cap,LOW,None,,
Clear,Unlinked,14,Clear Cold Cap,LOW,None,,
Combihale,Unlinked,14,Combihale G Cap,LOW,None,,
Fol,Unlinked,14,Fol 123 Cap Fol,LOW,None,,
Lipirose,Unlinked,14,Lipirose As 10mg Cap,LOW,None,,
Mac,Unlinked,14,Mac Cal C Cap Mac,LOW,None,,
Omez,Dr. Reddy's Laboratories,14,Omez 10mg Cap,HIGH,Verified Pharma Trade DB,,
Rejunuron,Unlinked,14,Rejunuron Active Cap,LOW,None,,
Rosuless,Unlinked,14,Rosuless A 10mg Cap,LOW,None,,
Supracal,Unlinked,14,Supracal A Cap,LOW,None,,
Tayo,Unlinked,14,Tayo Derm 60k 12s Cap,LOW,None,,
Turbovas,Unlinked,14,Turbovas Gold 10mg Cap,LOW,None,,
Zen,Unlinked,14,Zen Pd Forte Cap Zen,LOW,None,,
Zyrova,Unlinked,14,Zyrova Asp 75mg Cap,LOW,None,,
Gauze,Unlinked,14,Gauze And Cotton Tissue Size 10cm X 10cm,LOW,None,,
Cosmo,Unlinked,14,Cosmo Q 150gm Conditioner,LOW,None,,
Halox,Unlinked,14,Halox 15gm Cream,LOW,None,,
Plum,Unlinked,14,Plum Rice Water N Niacinamide 2percent 50gm Gel Cream,LOW,None,,
Tiger,Unlinked,14,Tiger King Cream,LOW,None,,
Lamino,Unlinked,14,Lamino She Vanilla 40s Diskette,LOW,None,,
Wikoryl,Unlinked,14,Wikoryl Nasal Drop,LOW,None,,
Advent,Unlinked,14,Advent 10ml Drops,LOW,None,,
Pacimol,Unlinked,14,Pacimol 15ml Drops,LOW,None,,
Respicure,Unlinked,14,Respicure Ls 15ml Drops,LOW,None,,
Cipladine,Unlinked,14,Cipladine 100ml Gargle,LOW,None,,
Hifenac,Unlinked,14,Hifenac 30gm Gel,LOW,None,,
Nimulid,Unlinked,14,Nimulid Strong Pain Relief 15gm Gel,LOW,None,,
Hello,Unlinked,14,Hello Baby Soother General,LOW,None,,
Skinella,Unlinked,14,Skinella Camu Camu Sun Screen Spf 40 100gm,LOW,None,,
Looz,Unlinked,14,Looz Fibre 180gm Granules,LOW,None,,
Activa,Unlinked,14,Activa 18 24 Bk Xl Hosiery,LOW,None,,
Imported,Pampers,14,Imported Pampers Active Baby L 22,MEDIUM,URL Manufacturer Slug,,
Lifree,Unlinked,14,Lifree All Night Absorb Pants Size M 10s,LOW,None,,
Montair,Cipla,14,Montair 0 5gm Sachet,HIGH,Verified Pharma Trade DB,,
Allercet,Unlinked,14,Allercet 60ml Syp,LOW,None,,
Ambrolite,Unlinked,14,Ambrolite 100ml Syp,LOW,None,,
Diovol,Unlinked,14,Diovol Forte 170ml Gel Syp,LOW,None,,
Adglim,Unlinked,14,Adglim 1mg Tab,LOW,None,,
Amlopres,Unlinked,14,Amlopres 10mg Tab,LOW,None,,
Cardace,Unlinked,14,Cardace 1 25mg Tab,LOW,None,,
Cetanil,Unlinked,14,Cetanil 10mg Tab,LOW,None,,
Cilix,Unlinked,14,Cilix 10mg Tab,LOW,None,,
Corbis,Lupin,14,Corbis 1 25mg Tab,HIGH,Verified Pharma Trade DB,,
Dapaglyn,Unlinked,14,Dapaglyn 10mg Tab,LOW,None,,
Dapanova,Unlinked,14,Dapanova 10mg Tab,LOW,None,,
Exermet,Unlinked,14,Exermet 1000 Sr Tab,LOW,None,,
Glimiprex,Unlinked,14,Glimiprex 1mg Tab,LOW,None,,
Glimy,Unlinked,14,Glimy 1mg Tab,LOW,None,,
Glizid,Unlinked,14,Glizid 40mg Tab,LOW,None,,
Glynamic,Unlinked,14,Glynamic 1mg Tab,LOW,None,,
Lethyrox,Unlinked,14,Lethyrox 100mcg 100s Tab,LOW,None,,
Lupisit,Unlinked,14,Lupisit 100mg Tab,LOW,None,,
Newtel,Unlinked,14,Newtel 20mg Tab,LOW,None,,
Olmin,Unlinked,14,Olmin 10mg Tab,LOW,None,,
Olsertain,Unlinked,14,Olsertain 20mg 30s Tab,LOW,None,,
Sitapride,Unlinked,14,Sitapride 100mg Tab,LOW,None,,
Udapa,Unlinked,14,Udapa 10mg Tab,LOW,None,,
Vogloyd,Unlinked,14,Vogloyd 0 2mg Tab,LOW,None,,
Zomelis,Unlinked,14,Zomelis D 50 5mg Tab,LOW,None,,
Ace,Unlinked,13,Ace Proxyvon 30gm Gel Ace 0001,LOW,None,,
Dfo,Unlinked,13,Dfo 30gm Gel D.f.0002,LOW,None,,
Liv,Unlinked,13,Liv 52 100ml Drops Liv 0002,LOW,None,,
Dns,Unlinked,13,Dns 500ml Aculife Dns,LOW,None,,
Oxy,Unlinked,13,Oxy Set Adult Oxy,LOW,None,,
Altonil,Unlinked,13,Altonil 3mg Tab Nutraceuticals,LOW,None,,
Bella,Unlinked,13,Bella Paper Tissues Happy With Clip 10x10,LOW,None,,
Indica,Unlinked,13,Indica Natural Permanent Black,LOW,None,,
Ozier,Unlinked,13,Ozier Car Freshener Jasmin Bliss,LOW,None,,
Boost,GSK India,13,Boost 22gm Powder Rs 10,HIGH,Verified Pharma Trade DB,,
Beplex,Unlinked,13,Beplex Lz Cap,LOW,None,,
Bifilac,Unlinked,13,Bifilac Activ Cap,LOW,None,,
Blumox,Unlinked,13,Blumox 250mg Cap,LOW,None,,
Calpiva,Unlinked,13,Calpiva Ctz Cap,LOW,None,,
Ecosprin,Unlinked,13,Ecosprin Av 150 20 Cap,LOW,None,,
Funzi,Unlinked,13,Funzi It 100mg Cap,LOW,None,,
Gemcal,Sun Pharmaceutical Industries,13,Gemcal Cap,HIGH,Verified Pharma Trade DB,,
Impurose,Unlinked,13,Impurose A 10mg Cap,LOW,None,,
Jubira,Unlinked,13,Jubira Cv 10mg Cap,LOW,None,,
Lipitas,Unlinked,13,Lipitas Cv 10mg Cap,LOW,None,,
Maxgalin,Unlinked,13,Maxgalin 150mg Cap,LOW,None,,
Multi,Unlinked,13,Multi 8 Cap,LOW,None,,
Nucoxia,Unlinked,13,Nucoxia D3 Cap,LOW,None,,
Omee,Unlinked,13,Omee 20mg Cap,LOW,None,,
Pre,Unlinked,13,Pre Priotic Cap Pre,LOW,None,,
Roslaren,Unlinked,13,Roslaren A 10mg Cap,LOW,None,,
Rozavel,Unlinked,13,Rozavel A 150mg Cap,LOW,None,,
Stator,Unlinked,13,Stator Asp 150mg Cap,LOW,None,,
Storvas,Sun Pharmaceutical Industries,13,Storvas Cv 10mg Cap,HIGH,Verified Pharma Trade DB,,
Tg,Unlinked,13,Tg Rose Asp 10 75mg Cap,LOW,None,,
Cotton,Unlinked,13,Cotton Crepe Bandage 5cm,LOW,None,,
Control,Unlinked,13,Control D Homely Nebulizer Piston Compressor,LOW,None,,
Nuforce,Unlinked,13,Nuforce Gm 15gm Cream,LOW,None,,
Olesoft,Unlinked,13,Olesoft 100gm Cream,LOW,None,,
Sucral,Unlinked,13,Sucral 20gm Cream,LOW,None,,
Daplo,Unlinked,13,Daplo Sm 10 100,LOW,None,,
Contour,Unlinked,13,Contour Plus Blood Glucose Device,LOW,None,,
Asthakind,Unlinked,13,Asthakind Ls 15ml Drops,LOW,None,,
Cifran,Unlinked,13,Cifran E E 10ml Drops,LOW,None,,
Macpod,Unlinked,13,Macpod 10ml Drops,LOW,None,,
Oflox,Unlinked,13,Oflox D Eye 10ml Drops,LOW,None,,
Swich,Unlinked,13,Swich 10ml Drops,LOW,None,,
Extra,Unlinked,13,Extra Care Baby Diapers Jumbo Pack Size M 70,LOW,None,,
Whiskas,Unlinked,13,Whiskas Pocket Ocean Fish,LOW,None,,
Follys,Unlinked,13,Follys Ballon Catheter No 20,LOW,None,,
Ahaglow,Unlinked,13,Ahaglow Advanced Face Wash 50gm Gel Aha,LOW,None,,
Folitrax,Unlinked,13,Folitrax Lp 20gm Gel,LOW,None,,
Koflet,Unlinked,13,Koflet Lozenges 250s General,LOW,None,,
Glucose,Unlinked,13,Glucose D 100gm Sabari,LOW,None,,
Amul,Unlinked,13,Amul Butter 100gm,LOW,None,,
Aro,Unlinked,13,Aro Ajwain 100gm Aro,LOW,None,,
Bombay,Unlinked,13,Bombay Shaving Company Charcoal Shaving Cream 60gm,LOW,None,,
Farex,Unlinked,13,Farex 2 Follow Up Formula Tin Powder 500gm,LOW,None,,
Pringles,Unlinked,13,Pringles Chips Original 102gm,LOW,None,,
Rexona,Unlinked,13,Rexona Coconut Soap 100gm,LOW,None,,
Tic,Unlinked,13,Tic Tac Orange 7 2gm,LOW,None,,
Formonide,Unlinked,13,Formonide 100 Novocart Inhaler,LOW,None,,
Human,Unlinked,13,Human Actrapid 100iu Inj,LOW,None,,
Levera,Unlinked,13,Levera 5ml Inj,LOW,None,,
Traditional,Unlinked,13,Traditional Babyvita Banana Powder 200gm Jar,LOW,None,,
Keraglo,Unlinked,13,Keraglo Ad 50ml Lotion,LOW,None,,
Mersilk,Unlinked,13,Mersilk 0 Nw 5332,LOW,None,,
Nyle,Unlinked,13,Nyle Anti Hairfall Shampoo 400ml,LOW,None,,
Joint,Unlinked,13,Joint Plus 12 5gm Sachet,LOW,None,,
Montemac,Unlinked,13,Montemac Fx 60ml Susp,LOW,None,,
Ameto,Unlinked,13,Ameto 1gm Tab,LOW,None,,
Amlosafe,Unlinked,13,Amlosafe 10mg Tab,LOW,None,,
Asomex,Unlinked,13,Asomex 1 25mg Tab,LOW,None,,
Cilidin,Unlinked,13,Cilidin O 20mg Tab,LOW,None,,
Dapaone,Unlinked,13,Dapaone 10mg Tab,LOW,None,,
Empaglyn,Unlinked,13,Empaglyn 10mg Tab,LOW,None,,
Endoglim,Unlinked,13,Endoglim 1mg Tab,LOW,None,,
Glimitos,Unlinked,13,Glimitos M 0 5mg Tab,LOW,None,,
Gliptagreat,Unlinked,13,Gliptagreat 50mg Tab,LOW,None,,
Gride,Unlinked,13,Gride 0 5mg Tab,LOW,None,,
Linaxa,Unlinked,13,Linaxa 5mg Tab,LOW,None,,
Olkem,Unlinked,13,Olkem 20mg Tab,LOW,None,,
Olmat,Unlinked,13,Olmat 10mg Tab,LOW,None,,
Olmedofer,Unlinked,13,Olmedofer 10mg Tab,LOW,None,,
Olmesar,Unlinked,13,Olmesar 10mg Tab,LOW,None,,
Olmezest,Unlinked,13,Olmezest 10mg Tab,LOW,None,,
Olsar,Unlinked,13,Olsar 10mg Tab,LOW,None,,
Qsita,Unlinked,13,Qsita M Sr 50 1000mg Tab,LOW,None,,
Remo,Unlinked,13,Remo 100mg Tab,LOW,None,,
Revelol,Unlinked,13,Revelol Am 25 2 5mg Tab,LOW,None,,
Siglyn,Unlinked,13,Siglyn 100mg Tab,LOW,None,,
Sitabite,Unlinked,13,Sitabite 100mg Tab,LOW,None,,
Telkonol,Unlinked,13,Telkonol 20mg Tab,LOW,None,,
Telmiwyn,Unlinked,13,Telmiwyn 20mg Tab,LOW,None,,
Telzox,Unlinked,13,Telzox 20mg Tab,LOW,None,,
Temsan,Unlinked,13,Temsan 20mg Tab,LOW,None,,
Zetaglim,Unlinked,13,Zetaglim 1mg Tab,LOW,None,,
Mms,Unlinked,12,Mms 10gm Cream M.m.0001,LOW,None,,
Xylocaine,Unlinked,12,Xylocaine With Adrenaline,LOW,None,,
Chest,Unlinked,12,Chest Drain Catheter 20alp,LOW,None,,
Scalp,Unlinked,12,Scalp Vein Set No 23 Alpha,LOW,None,,
Disposable,Unlinked,12,Disposable Polythene Apron,LOW,None,,
Maxvida,Unlinked,12,Maxvida Chocolate Flavour 400gm Bib,LOW,None,,
Bigen,Unlinked,12,Bigen Men Speedy Hair Colour Brown Black 102,LOW,None,,
Skin,Unlinked,12,Skin Graft Knife Blades,LOW,None,,
Kids,Unlinked,12,Kids Dyny Tooth Brush,LOW,None,,
Advastat,Unlinked,12,Advastat Asp 10mg Cap,LOW,None,,
Ampilox,Unlinked,12,Ampilox 250mg Cap,LOW,None,,
Ampoxin,Unlinked,12,Ampoxin 250mg Cap,LOW,None,,
Atorfit,Unlinked,12,Atorfit Cv 10mg Cap,LOW,None,,
Aztor,Intas Pharmaceuticals,12,Aztor Asp 75mg Cap,HIGH,Verified Pharma Trade DB,,
Cardirose,Unlinked,12,Cardirose Asp 10 75mg Cap,LOW,None,,
Consivas,Unlinked,12,Consivas Asp Cap,LOW,None,,
Domstal,Unlinked,12,Domstal O Cap,LOW,None,,
Inditel,Unlinked,12,Inditel D Cap,LOW,None,,
Max,Unlinked,12,Max D3 60k Cap Max,LOW,None,,
Meconerv,Unlinked,12,Meconerv Forte Cap,LOW,None,,
Moxikind,Mankind Pharma,12,Moxikind 500mg Cap,HIGH,Verified Pharma Trade DB,,
Nervijen,Unlinked,12,Nervijen Cap,LOW,None,,
Neurokem,Unlinked,12,Neurokem 50mg Cap,LOW,None,,
Nexpro,Torrent Pharmaceuticals,12,Nexpro It Cap,HIGH,Verified Pharma Trade DB,,
Omega,Unlinked,12,Omega 36 Softgel Cap,LOW,None,,
Ranidom,Unlinked,12,Ranidom Dsr Cap,LOW,None,,
Rosukem,Unlinked,12,Rosukem A 150mg Cap,LOW,None,,
Rozat,Unlinked,12,Rozat Cv 10 75mg Cap,LOW,None,,
Sesa,Unlinked,12,Sesa Cap,LOW,None,,
Skizoril,Unlinked,12,Skizoril Er 100mg Cap,LOW,None,,
Trichup,Unlinked,12,Trichup Cap,LOW,None,,
Xykaa,Unlinked,12,Xykaa Ld Cap,LOW,None,,
Bournvita,Unlinked,12,Bournvita Lil Champs,LOW,None,,
Micro,Micro Labs,12,Micro Polysyte Duo With Micro Clave,HIGH,Exact Parent Brand Match,,
